trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.85, 'e': 0.15650920157696746}",25,8,29.76380801632505,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.85, 'e': 0.1557266555690826}",25,18,10.503592067210745,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.85, 'e': 0.1549480222912372}",20,0,-15.218596708743856,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
373,False,"{'a': 0.85, 'e': 0.15417328217978102}",25,2,28.787634550346134,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.85, 'e': 0.1534024157688821}",20,10,19.832184643293196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.85, 'e': 0.1526354036900377}",30,21,-5.986245877328853,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
376,False,"{'a': 0.85, 'e': 0.1518722266715875}",20,9,5.512167071846614,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.85, 'e': 0.15111286553822956}",20,8,-26.38285921424699,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.85, 'e': 0.15035730121053842}",20,11,16.162723285238858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.85, 'e': 0.14960551470448571}",25,9,-53.750040718045966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
380,False,"{'a': 0.85, 'e': 0.14885748713096328}",35,9,1.1671287026020722,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
381,False,"{'a': 0.85, 'e': 0.14811319969530848}",25,13,-10.672546973283874,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.85, 'e': 0.14737263369683193}",20,0,6.934388164294212,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
383,False,"{'a': 0.85, 'e': 0.14663577052834778}",30,10,-32.330133115751096,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
384,False,"{'a': 0.85, 'e': 0.14590259167570604}",20,13,8.07901310156067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.85, 'e': 0.14517307871732751}",30,16,-29.339272521392942,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
386,False,"{'a': 0.85, 'e': 0.14444721332374086}",30,12,10.039472531711771,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
387,False,"{'a': 0.85, 'e': 0.14372497725712216}",20,12,2.8924999703623167,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.85, 'e': 0.14300635237083656}",30,10,-22.14405055525285,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
389,False,"{'a': 0.85, 'e': 0.14229132060898236}",20,9,18.378668067514635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.85, 'e': 0.14157986400593744}",25,0,-46.29263675817148,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
391,False,"{'a': 0.85, 'e': 0.14087196468590776}",25,8,4.218800358936447,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.85, 'e': 0.14016760486247823}",25,13,22.859618366847844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.85, 'e': 0.13946676683816583}",20,8,-11.336579086516048,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
394,False,"{'a': 0.85, 'e': 0.138769433003975}",30,13,26.26824988767165,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.85, 'e': 0.13807558583895513}",30,17,13.353882470780205,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.85, 'e': 0.13738520790976036}",20,6,27.13301094279778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.85, 'e': 0.13669828187021155}",20,15,9.889142845562487,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.85, 'e': 0.13601479046086049}",20,2,-16.64414777204524,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.85, 'e': 0.1353347165085562}",20,2,27.96592511932771,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.85, 'e': 0.1346580429260134}",25,15,-26.505086049291666,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.85, 'e': 0.13398475271138333}",25,10,21.16038606018225,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.85, 'e': 0.13331482894782642}",25,1,-20.19801448383311,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
403,False,"{'a': 0.85, 'e': 0.13264825480308728}",20,14,10.76638560395072,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.85, 'e': 0.13198501352907185}",25,18,13.625592948668732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.85, 'e': 0.1313250884614265}",30,17,2.68036138049841,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
406,False,"{'a': 0.85, 'e': 0.13066846301911936}",25,14,22.053300254620726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.85, 'e': 0.13001512070402377}",20,11,5.494980445926524,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.85, 'e': 0.12936504510050365}",30,11,16.030345096343602,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.85, 'e': 0.12871821987500112}",20,6,8.309749401674157,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.85, 'e': 0.12807462877562611}",20,12,-14.663990883370072,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.85, 'e': 0.12743425563174798}",20,3,32.17250273517323,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.85, 'e': 0.12679708435358925}",25,7,18.109526323377192,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.85, 'e': 0.1261630989318213}",20,15,-31.856542112735738,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
414,False,"{'a': 0.85, 'e': 0.1255322834371622}",20,6,22.748528266604705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.85, 'e': 0.12490462201997637}",30,4,-15.925047181877673,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
416,False,"{'a': 0.85, 'e': 0.1242800989098765}",20,0,38.88806858077126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.85, 'e': 0.12365869841532712}",25,6,13.486132913788158,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.85, 'e': 0.12304040492325048}",25,15,11.683670678096425,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.85, 'e': 0.12242520289863422}",30,16,18.817317311638917,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.85, 'e': 0.12181307688414106}",30,19,-44.24970921889447,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
421,False,"{'a': 0.85, 'e': 0.12120401149972035}",25,10,16.577175519754995,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.85, 'e': 0.12059799144222175}",20,5,-26.334464851059504,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
423,False,"{'a': 0.85, 'e': 0.11999500148501063}",20,12,17.10693374633638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.85, 'e': 0.11939502647758558}",20,9,18.016575880827762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.85, 'e': 0.11879805134519765}",25,18,11.546880820231333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.85, 'e': 0.11820406108847166}",20,2,18.194603697525274,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.85, 'e': 0.11761304078302931}",25,5,33.2787509073888,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.85, 'e': 0.11702497557911416}",25,11,28.398213287289472,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.85, 'e': 0.11643985070121858}",20,2,-24.844889429745443,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
430,False,"{'a': 0.85, 'e': 0.1158576514477125}",25,13,-64.01638147525226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
431,False,"{'a': 0.85, 'e': 0.11527836319047394}",20,0,23.568629703849723,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
432,False,"{'a': 0.85, 'e': 0.11470197137452157}",25,8,32.34692239820871,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.85, 'e': 0.11412846151764895}",20,12,-6.706894555954495,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
434,False,"{'a': 0.85, 'e': 0.11355781921006071}",20,8,22.1622555839592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.85, 'e': 0.1129900301140104}",25,4,-59.06009291806366,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
436,False,"{'a': 0.85, 'e': 0.11242507996344035}",20,12,13.88148492401807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.85, 'e': 0.11186295456362315}",20,3,28.504436379066558,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.85, 'e': 0.11130363979080503}",30,10,18.998714812914624,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.85, 'e': 0.110747121591851}",25,17,14.170224003443993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.85, 'e': 0.11019338598389175}",35,21,-16.872053803028148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
441,False,"{'a': 0.85, 'e': 0.10964241905397229}",20,12,18.94345991395955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.85, 'e': 0.10909420695870244}",25,0,22.761673357566274,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
443,False,"{'a': 0.85, 'e': 0.10854873592390892}",30,22,13.131157270438923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.85, 'e': 0.10800599224428938}",25,14,-0.34947725561485576,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.85, 'e': 0.10746596228306793}",20,0,28.751137248568813,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
446,False,"{'a': 0.85, 'e': 0.10692863247165259}",30,20,17.83478053323836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.85, 'e': 0.10639398930929432}",20,16,6.153400870865759,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.85, 'e': 0.10586201936274785}",20,3,31.668360906072962,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.85, 'e': 0.1053327092659341}",20,9,6.589871053108785,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.85, 'e': 0.10480604571960443}",20,0,31.905349822238968,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.85, 'e': 0.10428201549100642}",30,22,6.289730238219807,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.85, 'e': 0.10376060541355138}",20,5,31.206621610425415,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.85, 'e': 0.10324180238648363}",25,12,22.367157728778984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.85, 'e': 0.10272559337455121}",35,25,17.141984873309426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.85, 'e': 0.10221196540767845}",20,8,5.525455411938664,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.85, 'e': 0.10170090558064006}",20,9,22.535629177694396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.85, 'e': 0.10119240105273686}",20,7,18.13628036745803,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.85, 'e': 0.10068643904747317}",30,18,14.638916962268393,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.85, 'e': 0.1001830068522358}",30,0,-13.568450868432498,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
460,False,"{'a': 0.85, 'e': 0.09968209181797462}",20,13,-38.28750629081612,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
461,False,"{'a': 0.85, 'e': 0.09918368135888475}",30,11,21.169426708396188,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.85, 'e': 0.09868776295209034}",25,13,22.154543686544358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.85, 'e': 0.09819432413732988}",20,11,3.1665281808037156,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.85, 'e': 0.09770335251664322}",25,14,20.612532446042447,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.85, 'e': 0.09721483575406001}",20,8,20.08575608588054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.85, 'e': 0.09672876157528972}",25,17,13.091066682225195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.85, 'e': 0.09624511776741326}",20,13,6.145675113089913,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.85, 'e': 0.0957638921785762}",20,16,5.480745991779286,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.85, 'e': 0.09528507271768331}",20,11,16.310303863608535,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.85, 'e': 0.0948086473540949}",20,16,9.023739423918563,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.85, 'e': 0.09433460411732442}",20,15,-0.5236853556403847,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.85, 'e': 0.0938629310967378}",20,9,-0.7074282057981429,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.85, 'e': 0.09339361644125412}",35,25,16.686349340081023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.85, 'e': 0.09292664835904783}",25,13,21.05155097785616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.85, 'e': 0.0924620151172526}",20,13,13.608902994077733,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.85, 'e': 0.09199970504166634}",25,20,10.084716873527384,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.85, 'e': 0.091539706516458}",20,6,14.477477444522991,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.85, 'e': 0.09108200798387571}",25,13,20.253214641144282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.85, 'e': 0.09062659794395633}",30,12,-16.892610506812453,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
480,False,"{'a': 0.85, 'e': 0.09017346495423655}",20,0,22.567652186695437,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
481,False,"{'a': 0.85, 'e': 0.08972259762946537}",25,9,26.01148548752421,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.85, 'e': 0.08927398464131804}",20,15,7.512485582929724,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.85, 'e': 0.08882761471811144}",25,15,3.6115647592291635,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.85, 'e': 0.0883834766445209}",25,11,1.2200202207705537,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
485,False,"{'a': 0.85, 'e': 0.08794155926129829}",20,10,11.620769472219882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.85, 'e': 0.0875018514649918}",20,9,18.958074115584097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.85, 'e': 0.08706434220766683}",25,19,9.888836592547225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.85, 'e': 0.0866290204966285}",20,5,-70.40264732245869,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
489,False,"{'a': 0.85, 'e': 0.08619587539414536}",25,13,11.768154524730722,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.85, 'e': 0.08576489601717463}",25,9,16.46528558389773,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.85, 'e': 0.08533607153708876}",30,14,29.20193291674409,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.85, 'e': 0.08490939117940331}",20,0,-25.119178377878953,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
493,False,"{'a': 0.85, 'e': 0.0844848442235063}",20,14,9.515288837571074,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.85, 'e': 0.08406242000238877}",25,14,9.566827435869744,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.85, 'e': 0.08364210790237682}",30,12,18.898960572170278,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.85, 'e': 0.08322389736286494}",20,13,15.450364171822127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.85, 'e': 0.0828077778760506}",20,13,11.03615898363574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.85, 'e': 0.08239373898667036}",25,14,8.27275524485418,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.85, 'e': 0.081981770291737}",25,15,18.91832441470361,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.85, 'e': 0.08157186144027832}",25,14,19.731030153047108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.85, 'e': 0.08116400213307692}",20,11,17.33389818638792,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.85, 'e': 0.08075818212241154}",25,8,17.305420253036594,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.85, 'e': 0.08035439121179949}",20,16,6.773727159726378,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.85, 'e': 0.07995261925574049}",25,11,22.432455173976276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.85, 'e': 0.07955285615946178}",20,0,30.316232455096962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
506,False,"{'a': 0.85, 'e': 0.07915509187866447}",20,0,15.54614980088465,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
507,False,"{'a': 0.85, 'e': 0.07875931641927116}",20,13,13.62889156931945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.85, 'e': 0.0783655198371748}",20,8,24.881000919733317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.85, 'e': 0.07797369223798892}",20,7,13.93679219840367,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.85, 'e': 0.07758382377679898}",25,11,21.077772356867506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.85, 'e': 0.07719590465791498}",30,12,36.53403601158665,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.85, 'e': 0.07680992513462541}",20,10,16.353480513649764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.85, 'e': 0.07642587550895227}",25,13,12.078656681101801,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.85, 'e': 0.07604374613140752}",25,15,17.72186437318629,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.85, 'e': 0.07566352740075048}",25,17,15.250197866915979,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.85, 'e': 0.07528520976374672}",25,5,34.62915257475839,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.85, 'e': 0.074908783714928}",20,5,-11.961835322026257,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
518,False,"{'a': 0.85, 'e': 0.07453423979635335}",25,14,22.25199000522925,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.85, 'e': 0.07416156859737158}",20,6,29.81731583484757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.85, 'e': 0.07379076075438473}",20,7,26.492759267614826,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.85, 'e': 0.0734218069506128}",25,13,22.461817270815068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.85, 'e': 0.07305469791585974}",20,12,-1.2830247560921026,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.85, 'e': 0.07268942442628044}",20,14,10.831335127803545,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.85, 'e': 0.07232597730414904}",20,0,32.38605671017385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
525,False,"{'a': 0.85, 'e': 0.07196434741762829}",25,11,28.56169620443927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.85, 'e': 0.07160452568054015}",20,15,9.3901359504581,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.85, 'e': 0.07124650305213745}",30,23,11.703419266372759,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.85, 'e': 0.07089027053687676}",30,18,16.598173228631286,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.85, 'e': 0.07053581918419238}",25,13,22.860771782442136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.85, 'e': 0.07018314008827141}",20,16,10.268115323703228,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.85, 'e': 0.06983222438783006}",25,11,24.012536079498275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.85, 'e': 0.0694830632658909}",25,11,23.995592170721537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.85, 'e': 0.06913564794956145}",20,11,16.344200877404127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
